Player,season,Pos,Age,G,MP,PER,TS%,USG%,BPM,VORP,WS,OWS,DWS,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%,PER_next
Andrew Nicholson,2016,PF,26.0,56.0,823.0,14.8,0.567,20.4,-1.1,0.2,1.6,0.8,0.8,6.9,3.6,0.4,0.2,0.4,0.7,0.471,0.36,0.785,5.9
Andrew Wiggins,2015,SF,19.0,82.0,2969.0,13.9,0.517,22.6,-2.4,-0.3,2.1,2.1,0.0,16.9,4.6,2.1,1.0,0.6,2.2,0.437,0.31,0.76,16.5
Andrew Wiggins,2016,SF,20.0,81.0,2845.0,16.5,0.543,27.2,-1.3,0.5,4.1,3.4,0.7,20.7,3.6,2.0,1.0,0.6,2.2,0.459,0.3,0.761,16.5
Andrew Wiggins,2017,SF,21.0,82.0,3048.0,16.5,0.534,29.0,-1.7,0.2,4.2,3.3,0.9,23.6,4.0,2.3,1.0,0.4,2.3,0.452,0.356,0.76,13.0
Andrew Wiggins,2018,SF,22.0,82.0,2979.0,13.0,0.505,23.4,-2.4,-0.3,2.1,0.5,1.6,17.7,4.4,2.0,1.1,0.6,1.7,0.438,0.331,0.643,16.4
Andrew Wiggins,2019,SF,24.0,54.0,1858.0,16.4,0.536,27.4,-0.3,0.8,1.9,0.8,1.1,18.1,4.8,2.5,1.0,0.7,1.9,0.412,0.339,0.699,16.4
Andrew Wiggins,2020,SF,24.0,54.0,1858.0,16.4,0.536,27.4,-0.3,0.8,1.9,0.8,1.1,21.8,5.1,3.7,0.8,1.0,2.4,0.447,0.332,0.709,15.0
Andrew Wiggins,2021,PF,25.0,71.0,2364.0,15.0,0.568,23.3,-0.4,1.0,3.9,1.2,2.7,18.6,4.9,2.4,0.9,1.0,1.8,0.477,0.38,0.714,15.0
Andrew Wiggins,2022,SF,26.0,73.0,2330.0,15.0,0.56,23.1,0.4,1.4,5.1,1.8,3.4,17.2,4.5,2.2,1.0,0.7,1.5,0.466,0.393,0.634,14.7
Andrew Wiggins,2023,SF,27.0,37.0,1190.0,14.7,0.564,21.5,-0.5,0.5,2.3,1.0,1.3,17.1,5.0,2.3,1.2,0.8,1.3,0.473,0.396,0.611,12.7
Andrew Wiggins,2024,SF,28.0,71.0,1920.0,12.7,0.544,20.9,-2.5,-0.3,2.8,1.2,1.6,13.2,4.5,1.7,0.6,0.6,1.2,0.453,0.358,0.751,16.4
Anfernee Simons,2019,SG,20.0,70.0,1449.0,9.0,0.502,18.7,-4.5,-0.9,0.2,0.0,0.1,3.8,0.7,0.7,0.1,0.0,0.6,0.444,0.345,0.563,9.0
Anfernee Simons,2020,SG,20.0,70.0,1449.0,9.0,0.502,18.7,-4.5,-0.9,0.2,0.0,0.1,8.3,2.2,1.4,0.4,0.1,0.9,0.399,0.332,0.826,12.3
Anfernee Simons,2021,SG,21.0,64.0,1104.0,12.3,0.589,18.3,-1.0,0.3,1.8,1.5,0.3,7.8,2.2,1.4,0.3,0.1,0.7,0.419,0.426,0.807,15.3
Anfernee Simons,2022,SG,22.0,57.0,1681.0,15.3,0.583,24.8,-0.7,0.5,1.9,2.0,-0.1,17.3,2.6,3.9,0.5,0.1,2.0,0.443,0.405,0.888,14.8
Anfernee Simons,2023,SG,23.0,62.0,2171.0,14.8,0.581,25.1,-1.1,0.5,2.5,2.1,0.3,21.1,2.6,4.1,0.7,0.2,2.1,0.447,0.377,0.894,15.9
Anfernee Simons,2024,SG,24.0,46.0,1582.0,15.9,0.568,28.0,0.2,0.8,2.2,1.7,0.5,22.6,3.6,5.5,0.5,0.1,2.7,0.43,0.385,0.916,14.9
Ante Žižić,2018,C,21.0,32.0,214.0,24.2,0.746,18.8,1.0,0.2,1.0,0.9,0.2,3.7,1.9,0.2,0.1,0.4,0.3,0.731,,0.724,16.4
Ante Žižić,2019,C,23.0,22.0,221.0,16.4,0.597,17.5,-3.2,-0.1,0.5,0.3,0.2,7.8,5.4,0.9,0.2,0.4,1.0,0.553,,0.705,16.4
Anthony Bennett,2015,PF,21.0,57.0,894.0,11.4,0.458,17.8,-3.9,-0.4,0.3,-0.1,0.4,5.2,3.8,0.8,0.5,0.3,0.6,0.421,0.304,0.641,14.7
Anthony Black,2024,PG,20.0,69.0,1164.0,8.4,0.56,12.7,-3.0,-0.3,1.6,0.1,1.5,4.6,2.0,1.3,0.5,0.3,0.8,0.466,0.394,0.613,11.6
Anthony Davis,2015,PF,21.0,68.0,2455.0,30.8,0.591,27.8,8.9,6.7,14.0,9.9,4.2,24.4,10.2,2.2,1.5,2.9,1.4,0.535,0.083,0.805,25.0
Anthony Davis,2016,C,22.0,61.0,2164.0,25.0,0.559,29.6,3.9,3.2,7.2,4.4,2.8,24.3,10.3,1.9,1.3,2.0,2.0,0.493,0.324,0.758,27.5
Anthony Davis,2017,C,23.0,75.0,2708.0,27.5,0.58,32.6,5.9,5.4,11.0,5.9,5.1,28.0,11.8,2.1,1.3,2.2,2.4,0.505,0.299,0.802,28.9
Anthony Davis,2018,PF,24.0,75.0,2727.0,28.9,0.612,30.0,6.7,5.9,13.7,8.8,4.9,28.1,11.1,2.3,1.5,2.6,2.2,0.534,0.34,0.828,27.4
Anthony Davis,2019,PF,26.0,62.0,2131.0,27.4,0.61,29.3,8.0,5.4,11.1,6.7,4.4,25.9,12.0,3.9,1.6,2.4,2.0,0.517,0.331,0.794,27.4
Anthony Davis,2020,PF,26.0,62.0,2131.0,27.4,0.61,29.3,8.0,5.4,11.1,6.7,4.4,26.1,9.3,3.2,1.5,2.3,2.5,0.503,0.33,0.846,22.1
Anthony Davis,2021,PF,27.0,36.0,1162.0,22.1,0.556,29.2,4.8,2.0,3.7,1.3,2.4,21.8,7.9,3.1,1.3,1.6,2.1,0.491,0.26,0.738,23.9
Anthony Davis,2022,C,28.0,40.0,1404.0,23.9,0.578,27.1,3.8,2.0,4.5,2.6,2.0,23.2,9.9,3.1,1.2,2.3,2.1,0.532,0.186,0.713,27.8
Anthony Davis,2023,C,29.0,56.0,1904.0,27.8,0.627,28.4,6.3,4.0,9.0,5.5,3.4,25.9,12.5,2.6,1.1,2.0,2.2,0.563,0.257,0.784,25.8
Anthony Davis,2024,C,30.0,76.0,2700.0,25.8,0.621,26.7,5.1,4.9,11.8,7.2,4.7,24.7,12.6,3.5,1.2,2.3,2.1,0.556,0.271,0.816,26.3
Anthony Edwards,2021,SG,19.0,72.0,2314.0,13.9,0.523,27.0,-2.1,-0.1,0.8,-0.6,1.4,19.3,4.7,2.9,1.1,0.5,2.2,0.417,0.329,0.776,16.5
Anthony Edwards,2022,SG,20.0,72.0,2466.0,16.5,0.56,26.4,1.2,2.0,4.3,1.8,2.4,21.3,4.8,3.8,1.5,0.6,2.6,0.441,0.357,0.786,17.4
Anthony Edwards,2023,SG,21.0,79.0,2842.0,17.4,0.564,29.9,1.0,2.1,3.8,0.2,3.6,24.6,5.8,4.4,1.6,0.7,3.3,0.459,0.369,0.756,19.7
Anthony Edwards,2024,SG,22.0,79.0,2770.0,19.7,0.575,32.3,3.3,3.7,7.5,2.9,4.7,25.9,5.4,5.1,1.3,0.5,3.1,0.461,0.357,0.836,20.1
Anthony Gill,2021,PF,28.0,26.0,218.0,13.7,0.597,14.2,-1.3,0.0,0.6,0.3,0.3,3.1,2.0,0.4,0.4,0.2,0.3,0.5,0.292,0.813,14.7
Anthony Gill,2022,PF,29.0,44.0,463.0,14.7,0.682,14.4,-1.9,0.0,1.4,1.1,0.2,4.1,1.9,0.6,0.1,0.3,0.4,0.569,0.538,0.808,11.1
Anthony Gill,2023,PF,30.0,59.0,624.0,11.1,0.604,12.3,-3.3,-0.2,1.3,1.0,0.4,3.3,1.7,0.6,0.1,0.2,0.3,0.538,0.138,0.731,12.1
Anthony Gill,2024,PF,31.0,50.0,466.0,12.1,0.537,18.0,-4.1,-0.3,0.4,0.1,0.2,3.8,1.9,0.7,0.3,0.2,0.5,0.469,0.244,0.806,10.2
Anthony Lamb,2021,SF,23.0,24.0,415.0,8.7,0.523,15.0,-6.1,-0.4,0.2,0.1,0.1,5.5,2.9,1.0,0.3,0.2,0.8,0.39,0.324,0.857,10.9
Anthony Morrow,2015,SG,29.0,74.0,1806.0,14.8,0.604,16.5,1.8,1.7,5.7,4.4,1.2,10.7,2.6,0.8,0.7,0.1,0.5,0.463,0.434,0.888,10.7
Anthony Morrow,2016,SG,30.0,68.0,926.0,10.7,0.543,16.9,-1.1,0.2,1.9,1.4,0.5,5.6,0.9,0.4,0.3,0.1,0.3,0.408,0.387,0.744,10.1
Anthony Tolliver,2015,PF,29.0,76.0,1432.0,11.1,0.569,14.7,-1.4,0.2,2.7,1.8,0.9,6.3,3.1,0.8,0.3,0.2,0.7,0.41,0.366,0.783,10.2
Anthony Tolliver,2016,PF,30.0,72.0,1341.0,10.2,0.543,12.4,0.4,0.8,2.8,1.5,1.3,5.3,3.2,0.7,0.4,0.2,0.4,0.386,0.36,0.617,11.1
Anthony Tolliver,2017,PF,31.0,65.0,1477.0,11.1,0.595,13.6,-1.0,0.4,2.3,1.5,0.8,7.1,3.6,1.2,0.5,0.3,0.9,0.442,0.391,0.744,13.9
Anthony Tolliver,2018,PF,32.0,79.0,1757.0,13.9,0.663,14.8,0.9,1.3,5.3,3.8,1.5,8.9,3.1,1.1,0.4,0.3,0.7,0.464,0.436,0.797,7.0
Anthony Tolliver,2019,PF,34.0,55.0,872.0,7.0,0.513,11.1,-3.2,-0.3,0.5,0.0,0.4,5.0,2.7,0.7,0.3,0.3,0.6,0.382,0.377,0.783,7.0
Archie Goodwin,2015,SG,20.0,41.0,535.0,11.2,0.486,23.4,-3.4,-0.2,0.2,-0.2,0.4,5.6,1.8,1.1,0.4,0.2,1.2,0.393,0.293,0.735,11.1
Armoni Brooks,2021,SG,22.0,20.0,520.0,10.4,0.565,17.9,-3.2,-0.2,0.3,0.1,0.2,11.2,3.4,1.5,0.6,0.3,1.1,0.406,0.382,0.583,8.4
Aron Baynes,2015,C,28.0,70.0,1122.0,15.9,0.618,17.8,-1.8,0.1,3.9,2.3,1.6,6.6,4.5,0.5,0.2,0.3,0.9,0.566,0.25,0.865,17.8
Aron Baynes,2016,C,29.0,81.0,1233.0,17.8,0.563,18.5,-0.2,0.6,4.1,2.4,1.7,6.3,4.7,0.6,0.3,0.6,0.8,0.505,0.0,0.764,13.1
Aron Baynes,2017,C,30.0,75.0,1163.0,13.1,0.57,14.1,-2.7,-0.2,3.0,1.4,1.5,4.9,4.4,0.4,0.2,0.5,0.7,0.513,,0.84,12.0
Aron Baynes,2018,C,31.0,81.0,1485.0,12.0,0.502,16.8,-2.9,-0.3,3.0,0.5,2.5,6.0,5.4,1.1,0.3,0.6,1.0,0.471,0.143,0.756,15.2
Aron Baynes,2019,C,33.0,42.0,934.0,15.2,0.581,21.1,-1.0,0.2,2.1,1.3,0.8,5.6,4.7,1.1,0.2,0.7,0.8,0.471,0.344,0.855,15.2
Aron Baynes,2020,C,33.0,42.0,934.0,15.2,0.581,21.1,-1.0,0.2,2.1,1.3,0.8,11.5,5.6,1.6,0.2,0.5,1.2,0.48,0.351,0.747,10.5
Arron Afflalo,2015,SG,29.0,78.0,2502.0,10.7,0.533,19.0,-2.5,-0.3,2.6,1.6,1.0,13.3,3.2,1.7,0.5,0.1,1.5,0.424,0.354,0.843,10.9
Arron Afflalo,2016,SG,30.0,71.0,2371.0,10.9,0.531,17.9,-2.9,-0.5,2.7,1.8,0.9,12.8,3.7,2.0,0.4,0.1,1.2,0.443,0.382,0.84,8.9
Arron Afflalo,2017,SG,31.0,61.0,1580.0,8.9,0.559,14.4,-3.6,-0.7,1.4,1.2,0.2,8.4,2.0,1.3,0.3,0.1,0.7,0.44,0.411,0.892,5.8
Ausar Thompson,2024,SF,21.0,63.0,1583.0,12.8,0.522,16.6,-2.2,-0.1,1.8,0.1,1.7,8.8,6.4,1.9,1.1,0.9,1.3,0.483,0.186,0.597,17.2
Austin Reaves,2022,SG,23.0,61.0,1418.0,11.5,0.6,12.4,-1.9,0.0,2.9,2.1,0.8,7.3,3.2,1.8,0.5,0.3,0.7,0.459,0.317,0.839,14.9
Austin Reaves,2023,SG,24.0,64.0,1843.0,14.9,0.687,16.2,0.7,1.2,5.4,4.1,1.4,13.0,3.0,3.4,0.5,0.3,1.5,0.529,0.398,0.864,15.5
Austin Reaves,2024,SG,25.0,82.0,2629.0,15.5,0.613,20.3,0.4,1.6,5.9,3.9,2.0,15.9,4.3,5.5,0.8,0.3,2.1,0.486,0.367,0.853,18.1
Austin Rivers,2015,SG,22.0,76.0,1563.0,10.3,0.481,17.9,-2.8,-0.3,1.5,0.5,1.0,7.0,2.0,2.0,0.6,0.2,0.9,0.409,0.298,0.675,11.1
Austin Rivers,2016,SG,23.0,67.0,1464.0,11.1,0.523,19.4,-2.7,-0.2,1.9,0.6,1.3,8.9,1.9,1.5,0.7,0.1,0.9,0.438,0.335,0.681,11.4
Austin Rivers,2017,SG,24.0,74.0,2054.0,11.4,0.545,20.3,-2.2,-0.1,2.5,1.2,1.3,12.0,2.2,2.8,0.6,0.1,1.6,0.442,0.371,0.691,12.6
Austin Rivers,2018,SG,25.0,61.0,2057.0,12.6,0.526,20.6,-1.2,0.4,2.4,1.4,1.0,15.1,2.4,4.0,1.2,0.3,1.8,0.424,0.378,0.642,10.4
Austin Rivers,2019,SG,27.0,68.0,1594.0,10.4,0.542,15.6,-2.5,-0.2,2.4,1.2,1.2,8.1,2.1,2.2,0.6,0.3,0.9,0.406,0.318,0.526,10.4
Austin Rivers,2020,SG,27.0,68.0,1594.0,10.4,0.542,15.6,-2.5,-0.2,2.4,1.2,1.2,8.8,2.6,1.7,0.7,0.1,0.7,0.421,0.356,0.703,9.9
Austin Rivers,2021,SG,28.0,36.0,845.0,9.9,0.551,15.4,-1.9,0.0,1.3,0.4,0.9,7.9,2.3,2.3,0.8,0.1,1.0,0.424,0.369,0.71,7.2
Austin Rivers,2022,SG,29.0,67.0,1480.0,7.2,0.546,12.6,-3.8,-0.7,1.2,0.1,1.1,6.0,1.7,1.3,0.8,0.1,0.8,0.417,0.342,0.727,7.4
Avery Bradley,2015,SG,24.0,77.0,2428.0,11.5,0.507,21.0,-2.2,-0.1,2.5,0.4,2.1,13.9,3.1,1.8,1.1,0.2,1.4,0.429,0.352,0.79,13.2
Avery Bradley,2016,SG,25.0,76.0,2536.0,13.2,0.538,19.8,-0.1,1.2,4.8,2.0,2.8,15.2,2.9,2.1,1.5,0.3,1.4,0.447,0.361,0.78,14.4
Avery Bradley,2017,SG,26.0,55.0,1835.0,14.4,0.548,21.9,-0.6,0.7,3.1,1.1,2.0,16.3,6.1,2.2,1.2,0.2,1.6,0.463,0.39,0.731,9.6
Avery Bradley,2018,SG,27.0,46.0,1433.0,9.6,0.496,23.5,-4.0,-0.7,-0.2,-1.4,1.2,14.3,2.5,2.0,1.1,0.2,2.2,0.414,0.369,0.768,8.9
Avery Bradley,2019,SG,29.0,49.0,1186.0,8.9,0.537,15.7,-2.5,-0.2,1.5,0.2,1.4,9.9,2.8,2.4,0.7,0.3,1.4,0.408,0.351,0.86,8.9
Avery Bradley,2020,SG,29.0,49.0,1186.0,8.9,0.537,15.7,-2.5,-0.2,1.5,0.2,1.4,8.6,2.3,1.3,0.9,0.1,1.0,0.444,0.364,0.833,6.3
Avery Bradley,2021,SG,30.0,27.0,602.0,6.3,0.487,14.9,-5.4,-0.5,-0.1,-0.5,0.4,6.4,2.1,1.7,0.8,0.1,1.0,0.374,0.327,0.8,7.8
Ayo Dosunmu,2022,SG,22.0,77.0,2110.0,11.2,0.596,14.1,-2.0,0.0,3.0,1.7,1.3,8.8,2.8,3.3,0.8,0.4,1.4,0.52,0.376,0.679,10.2
Ayo Dosunmu,2023,SG,23.0,80.0,2098.0,10.2,0.567,14.9,-2.5,-0.2,2.9,0.7,2.2,8.6,2.8,2.6,0.8,0.3,1.2,0.493,0.312,0.805,13.4
Ayo Dosunmu,2024,SG,24.0,76.0,2212.0,13.4,0.604,17.2,-0.8,0.7,4.1,2.6,1.5,12.2,2.8,3.2,0.9,0.5,1.4,0.501,0.403,0.81,12.8
Bam Adebayo,2018,C,20.0,69.0,1368.0,15.7,0.57,15.9,-0.4,0.6,4.2,2.3,1.9,6.9,5.5,1.5,0.5,0.6,1.0,0.512,0.0,0.721,20.3
Bam Adebayo,2019,PF,22.0,72.0,2417.0,20.3,0.598,21.2,3.4,3.3,8.5,4.6,3.9,8.9,7.3,2.2,0.9,0.8,1.5,0.576,0.2,0.735,20.3
Bam Adebayo,2020,PF,22.0,72.0,2417.0,20.3,0.598,21.2,3.4,3.3,8.5,4.6,3.9,15.9,10.2,5.1,1.1,1.3,2.8,0.557,0.143,0.691,22.7
Bam Adebayo,2021,C,23.0,64.0,2143.0,22.7,0.626,23.7,4.9,3.7,8.8,5.6,3.2,18.7,9.0,5.4,1.2,1.0,2.6,0.57,0.25,0.799,21.8
Bam Adebayo,2022,C,24.0,56.0,1825.0,21.8,0.608,25.0,3.8,2.7,7.2,3.6,3.5,19.1,10.1,3.4,1.4,0.8,2.6,0.557,0.0,0.753,20.1
Bam Adebayo,2023,C,25.0,75.0,2598.0,20.1,0.592,25.2,1.5,2.3,7.4,3.6,3.8,20.4,9.2,3.2,1.2,0.8,2.5,0.54,0.083,0.806,19.8
Bam Adebayo,2024,C,26.0,71.0,2416.0,19.8,0.576,24.9,2.4,2.7,7.2,2.9,4.3,19.3,10.4,3.9,1.1,0.9,2.3,0.521,0.357,0.755,18.9
Ben McLemore,2015,SG,21.0,82.0,2670.0,10.4,0.552,17.2,-2.2,-0.2,2.5,1.7,0.8,12.1,2.9,1.7,0.9,0.2,1.7,0.437,0.358,0.813,8.6
Ben McLemore,2016,SG,22.0,68.0,1443.0,8.6,0.531,17.6,-3.8,-0.7,0.3,-0.4,0.7,7.8,2.2,1.2,0.8,0.1,1.5,0.429,0.362,0.718,9.8
Ben McLemore,2017,SG,23.0,61.0,1176.0,9.8,0.538,20.1,-4.2,-0.6,0.4,-0.1,0.5,8.1,2.1,0.8,0.5,0.1,1.0,0.43,0.382,0.753,9.7
Ben McLemore,2018,SG,24.0,56.0,1091.0,9.7,0.526,19.0,-3.9,-0.5,0.5,-0.2,0.7,7.5,2.5,0.9,0.7,0.3,1.1,0.421,0.346,0.828,11.8
Ben McLemore,2019,SF,26.0,71.0,1619.0,11.8,0.622,16.0,-0.5,0.6,3.3,2.2,1.1,3.9,0.9,0.2,0.3,0.2,0.3,0.391,0.415,0.667,11.8
Ben McLemore,2020,SF,26.0,71.0,1619.0,11.8,0.622,16.0,-0.5,0.6,3.3,2.2,1.1,10.1,2.2,0.8,0.6,0.2,0.7,0.444,0.4,0.746,8.5
Ben McLemore,2021,SG,27.0,53.0,905.0,8.5,0.523,20.4,-3.9,-0.4,0.2,-0.5,0.7,7.7,1.9,0.7,0.4,0.2,0.8,0.37,0.346,0.736,11.7
Ben Sheppard,2024,SG,22.0,57.0,814.0,8.1,0.524,13.2,-3.4,-0.3,0.8,0.3,0.4,4.4,1.6,0.9,0.6,0.0,0.3,0.393,0.314,0.885,9.2
Ben Simmons,2018,PG,21.0,81.0,2732.0,20.0,0.557,22.3,4.5,4.5,9.2,4.2,5.0,15.8,8.1,8.2,1.7,0.9,3.4,0.545,0.0,0.56,20.4
Ben Simmons,2019,PG,23.0,57.0,2017.0,20.4,0.602,20.9,3.6,2.8,6.9,3.8,3.1,16.9,8.8,7.7,1.4,0.8,3.5,0.563,0.0,0.6,20.4
Ben Simmons,2020,PG,23.0,57.0,2017.0,20.4,0.602,20.9,3.6,2.8,6.9,3.8,3.1,16.4,7.8,8.0,2.1,0.6,3.5,0.58,0.286,0.621,18.3
Ben Simmons,2021,PG,24.0,58.0,1877.0,18.3,0.584,20.2,2.9,2.3,6.0,2.7,3.3,14.3,7.2,6.9,1.6,0.6,3.0,0.557,0.3,0.613,13.4
Ben Simmons,2023,PG,26.0,42.0,1105.0,13.4,0.559,14.3,0.4,0.7,2.2,0.5,1.7,6.9,6.3,6.1,1.3,0.6,2.3,0.566,0.0,0.439,12.4
Bennedict Mathurin,2023,SG,20.0,78.0,2222.0,13.1,0.566,24.6,-3.7,-1.0,1.8,1.0,0.8,16.7,4.1,1.5,0.6,0.2,1.9,0.434,0.323,0.828,13.0
Bennedict Mathurin,2024,SF,21.0,59.0,1538.0,13.0,0.562,23.4,-3.4,-0.6,1.4,0.8,0.7,14.5,4.0,2.0,0.6,0.2,1.6,0.446,0.374,0.821,13.6
Beno Udrih,2015,PG,32.0,79.0,1494.0,15.4,0.55,19.6,0.5,0.9,3.6,2.0,1.6,7.7,1.8,2.8,0.6,0.1,1.1,0.487,0.268,0.853,9.5
Beno Udrih,2016,PG,33.0,44.0,707.0,9.5,0.496,16.7,-3.6,-0.3,0.4,-0.1,0.5,4.7,1.6,2.6,0.3,0.0,1.2,0.434,0.341,0.9,16.2
Bilal Coulibaly,2024,SF,19.0,63.0,1715.0,8.9,0.543,14.2,-4.2,-0.9,0.4,-0.5,0.9,8.4,4.1,1.7,0.9,0.8,1.4,0.435,0.346,0.702,10.8
Bismack Biyombo,2015,C,22.0,64.0,1243.0,15.2,0.578,11.6,-1.1,0.3,4.0,1.8,2.2,4.8,6.4,0.3,0.3,1.5,0.8,0.543,,0.583,14.9
Bismack Biyombo,2016,C,23.0,82.0,1808.0,14.9,0.586,11.5,-0.2,0.8,5.9,2.8,3.1,5.5,8.0,0.4,0.2,1.6,0.9,0.542,0.0,0.628,12.2
Bismack Biyombo,2017,C,24.0,81.0,1793.0,12.2,0.546,13.2,-3.2,-0.6,2.9,0.8,2.1,6.0,7.0,0.9,0.3,1.1,1.2,0.528,,0.534,14.1
Bismack Biyombo,2018,C,25.0,82.0,1495.0,14.1,0.556,14.9,-2.4,-0.2,2.9,1.1,1.8,5.7,5.7,0.8,0.3,1.2,1.0,0.52,0.0,0.65,16.1
Bismack Biyombo,2019,C,27.0,53.0,1029.0,16.1,0.57,16.8,-2.5,-0.1,2.4,1.5,0.9,4.4,4.6,0.6,0.2,0.8,0.6,0.571,,0.637,16.1
Bismack Biyombo,2020,C,27.0,53.0,1029.0,16.1,0.57,16.8,-2.5,-0.1,2.4,1.5,0.9,7.4,5.8,0.9,0.2,0.9,0.9,0.543,,0.603,11.7
Bismack Biyombo,2021,C,28.0,66.0,1349.0,11.7,0.574,11.5,-3.0,-0.4,2.3,0.9,1.4,5.0,5.3,1.2,0.3,1.1,1.1,0.587,0.0,0.448,17.3
Bismack Biyombo,2022,C,29.0,36.0,506.0,17.3,0.596,17.1,-1.3,0.1,1.8,0.9,0.9,5.8,4.6,0.6,0.3,0.7,0.7,0.593,,0.535,14.4
Bismack Biyombo,2023,C,30.0,61.0,874.0,14.4,0.555,14.0,-0.9,0.2,1.9,0.2,1.6,4.3,4.3,0.9,0.3,1.4,0.8,0.578,,0.357,9.9
Bismack Biyombo,2024,C,31.0,40.0,791.0,9.9,0.562,10.7,-3.4,-0.3,1.1,0.1,1.0,4.4,5.2,1.3,0.3,0.9,1.1,0.565,,0.481,12.2
Blake Griffin,2015,PF,25.0,67.0,2356.0,22.8,0.551,28.4,4.0,3.6,9.0,6.6,2.4,21.9,7.6,5.3,0.9,0.5,2.3,0.502,0.4,0.728,22.1
Blake Griffin,2016,PF,26.0,35.0,1170.0,22.1,0.544,29.8,4.5,1.9,3.8,2.2,1.6,21.4,8.4,4.9,0.8,0.5,2.4,0.499,0.333,0.727,22.6
Blake Griffin,2017,PF,27.0,61.0,2076.0,22.6,0.569,28.0,4.7,3.5,7.7,5.4,2.4,21.6,8.1,4.9,0.9,0.4,2.3,0.493,0.336,0.76,19.6
Blake Griffin,2018,PF,28.0,58.0,1970.0,19.6,0.544,28.9,3.4,2.7,4.9,3.2,1.8,21.4,7.4,5.8,0.7,0.3,2.8,0.438,0.345,0.785,12.9
Blake Griffin,2021,PF,31.0,46.0,1186.0,12.9,0.546,19.3,-0.8,0.3,2.0,0.9,1.1,11.0,4.9,3.0,0.7,0.3,1.3,0.423,0.341,0.744,13.7
Blake Griffin,2022,C,32.0,56.0,958.0,13.7,0.518,16.9,-0.5,0.3,2.1,1.2,0.9,6.4,4.1,1.9,0.5,0.3,0.6,0.425,0.262,0.724,13.1
Blake Wesley,2023,SG,19.0,37.0,669.0,3.5,0.393,18.5,-9.6,-1.3,-1.6,-1.9,0.3,5.0,2.2,2.6,0.7,0.1,1.8,0.321,0.385,0.591,10.1
Blake Wesley,2024,SG,20.0,61.0,876.0,10.1,0.537,14.7,-4.0,-0.4,0.9,0.3,0.6,4.4,1.5,2.7,0.5,0.1,0.9,0.474,0.218,0.667,9.9
Boban Marjanović,2016,C,27.0,54.0,508.0,27.7,0.662,22.8,4.3,0.8,3.4,2.3,1.2,5.5,3.6,0.4,0.2,0.4,0.5,0.603,,0.763,29.6
Boban Marjanović,2017,C,28.0,35.0,293.0,29.6,0.606,25.3,5.5,0.6,1.7,1.2,0.5,5.5,3.7,0.3,0.2,0.3,0.3,0.545,,0.81,26.0
Boban Marjanović,2018,C,29.0,39.0,337.0,26.0,0.616,29.4,2.5,0.4,1.5,1.0,0.5,6.0,3.7,0.6,0.3,0.3,0.9,0.534,,0.794,25.7
Boban Marjanović,2019,C,31.0,44.0,422.0,25.7,0.612,26.9,1.2,0.3,1.8,1.2,0.6,7.3,4.6,0.9,0.3,0.5,1.0,0.615,0.4,0.748,25.7
Boban Marjanović,2020,C,31.0,44.0,422.0,25.7,0.612,26.9,1.2,0.3,1.8,1.2,0.6,6.6,4.5,0.5,0.2,0.2,0.7,0.573,0.235,0.754,22.6
Boban Marjanović,2021,C,32.0,33.0,271.0,22.6,0.562,24.6,-0.8,0.1,1.0,0.7,0.3,4.7,3.9,0.3,0.1,0.2,0.4,0.508,0.125,0.816,18.5
Boban Marjanović,2022,C,33.0,23.0,128.0,18.5,0.615,33.3,-4.4,-0.1,0.1,-0.1,0.2,4.3,1.7,0.1,0.0,0.1,0.7,0.6,0.25,0.591,23.4
Bobby Brown,2017,PG,32.0,25.0,123.0,10.8,0.509,22.7,-3.6,0.0,0.1,0.1,0.0,2.5,0.2,0.6,0.0,0.0,0.2,0.383,0.4,1.0,5.5
Bobby Portis,2016,PF,20.0,62.0,1102.0,13.8,0.469,20.7,-3.3,-0.4,1.5,0.3,1.3,7.0,5.4,0.8,0.4,0.4,0.9,0.427,0.308,0.727,14.9
Bobby Portis,2017,PF,21.0,64.0,1000.0,14.9,0.545,19.1,-1.5,0.1,2.4,1.1,1.2,6.8,4.6,0.5,0.3,0.2,0.6,0.488,0.333,0.661,19.7
Bobby Portis,2018,PF,22.0,73.0,1643.0,19.7,0.548,26.0,0.8,1.2,3.5,2.0,1.5,13.2,6.8,1.7,0.7,0.3,1.4,0.471,0.359,0.769,14.6
Bobby Portis,2019,PF,24.0,66.0,1393.0,14.6,0.53,21.4,-1.1,0.3,1.9,0.9,1.0,14.2,8.1,1.4,0.7,0.4,1.5,0.444,0.393,0.794,14.6
Bobby Portis,2020,PF,24.0,66.0,1393.0,14.6,0.53,21.4,-1.1,0.3,1.9,0.9,1.0,10.1,5.1,1.5,0.5,0.3,1.1,0.45,0.358,0.763,19.9
Bobby Portis,2021,C,25.0,66.0,1372.0,19.9,0.598,20.9,1.5,1.2,4.8,2.8,2.0,11.4,7.1,1.1,0.8,0.4,0.8,0.523,0.471,0.74,17.7
Bobby Portis,2022,C,26.0,72.0,2028.0,17.7,0.571,21.3,0.2,1.1,5.5,2.9,2.6,14.6,9.1,1.2,0.7,0.7,1.3,0.479,0.393,0.752,17.8
